0,0.596,4.136,10.178,        0,-0.098,1.862,-0.506
16,0.848,5.044,8.812,        0,-0.68,2.408,-0.204
32,2.078,5.378,6.69,        16,-0.29,2.334,-0.014
32,2.214,4.91,5.2,        16,-0.336,2.076,0.12
48,0.632,3.998,4.69,        32,-1.082,4.652,0.688
48,-0.56,4.344,5.988,        48,0.212,5.006,0.71
64,-0.406,5.26,9.378,        48,0.4,1.082,0.412
80,0.094,6.156,12.052,        64,-1.056,-0.372,0.64
80,-1.338,7.492,9.868,        80,1.114,-0.094,1.028
96,-2.22,8.074,8.032,        80,2.336,-1.132,1.156
96,2.06,7.926,11.706,        96,0.898,-1.902,0.964
112,1.574,7.23,10.082,        96,1.034,-1.094,0.646
128,-8.55,4.94,7.332,        112,0.604,0.462,0.428
128,-7.18,5.176,8.632,        128,-0.598,1.308,0.332
144,-1.494,9.88,1.96,        128,-0.744,1.244,0.324
160,-3.358,8.01,2.142,        144,-0.626,0.906,0.436
160,-2.844,3.586,9.692,        144,-0.226,0.244,0.514
176,1.124,3.104,10.994,        160,0.232,-0.454,0.608
176,3.678,4.414,14.582,        176,0.978,-0.638,0.622
192,2.484,4.852,16.796,        176,1.572,-0.442,0.45
208,0.442,5.91,12.972,        192,1.278,-0.19,0.176
208,-0.72,6.262,10.072,        208,0.58,0.256,-0.078
224,-1.74,5.448,7.402,        208,-0.022,0.76,-0.268
224,-2.166,5.242,6.142,        224,-0.502,0.658,-0.376
240,-1.448,5.108,5.214,        224,-0.602,-0.108,-0.422
256,-0.42,3.914,5.638,        240,-0.344,-0.888,-0.362
256,0.402,3.808,8.924,        256,0.208,-1.346,-0.258
272,1.376,4.752,11.942,        256,0.558,-1.25,-0.184
288,1.974,5.364,12.452,        272,0.812,-0.712,-0.214
288,1.154,5.892,11.508,        272,0.924,0.118,-0.336
304,-0.254,6.006,9.078,        288,0.696,0.924,-0.544
304,-0.81,5.898,7.042,        304,0.092,1.35,-0.772
320,-0.542,5.572,5.254,        304,-0.43,1.046,-0.934
336,0.322,5.006,5.732,        320,-0.628,0.184,-0.95
336,1.338,4.372,6.872,        336,-0.474,-0.536,-0.822
352,2.172,3.494,8.082,        336,-0.136,-0.794,-0.58
352,2.524,3.026,10.268,        352,0.31,-0.658,-0.382
368,2.028,3.046,12.642,        352,0.528,-0.168,-0.302
384,0.538,3.718,12.528,        368,0.604,0.516,-0.388
384,-1.192,4.676,10.224,        384,0.282,1.05,-0.58
400,-1.944,5.52,7.794,        384,-0.152,1.174,-0.776
416,-1.558,6,6.608,        400,-0.456,0.758,-0.93
416,-0.924,5.504,6.348,        400,-0.548,0.046,-0.982
432,-0.114,4.362,7.804,        416,-0.416,-0.608,-0.94
432,0.55,3.336,9.244,        432,-0.124,-0.988,-0.85
448,0.562,2.584,10.674,        432,0.152,-0.96,-0.752
464,-0.046,2.716,11.33,        448,0.446,-0.612,-0.682
464,-1.074,2.976,11.15,        464,0.548,-0.046,-0.636
480,-1.804,3.354,10.598,        464,0.538,0.518,-0.596
480,-2.058,3.92,9.284,        480,0.298,0.914,-0.578
496,-1.758,4.35,7.854,        480,0.038,0.86,-0.572
