870298176,-0.262,3.314,8.814,        870298752,-0.262,-0.99,0.07
870298240,-0.308,3.366,8.868,        870298752,-0.294,-0.75,0.082
870298240,-0.348,3.392,8.746,        870298752,-0.234,-0.5,0.038
870298240,-0.47,3.528,9.05,        870298816,-0.176,-0.442,0.034
870298240,-0.482,3.588,9.16,        870298816,-0.154,-0.46,0.086
870298240,-0.446,3.522,8.922,        870298816,-0.08,-0.494,0.15
870298240,-0.494,3.528,8.794,        870298816,0.052,-0.666,0.188
870298304,-0.412,3.508,9.136,        870298816,0.122,-0.65,0.246
870298304,-0.312,3.234,9.114,        870298816,0.13,-0.6,0.272
870298304,-0.27,3.11,8.908,        870298816,0.172,-0.632,0.244
870298304,-0.154,3.074,9.006,        870298880,0.208,-0.614,0.18
870298304,-0.05,2.972,9.022,        870298880,0.234,-0.656,0.108
870298304,-0.074,3.014,9.084,        870298880,0.256,-0.556,0.074
870298368,-0.246,3.108,9.12,        870298880,0.27,-0.404,0.024
870298368,-0.528,3.256,9.316,        870298880,0.338,-0.354,0.046
870298368,-0.558,3.486,9.506,        870298880,0.466,-0.4,0.168
870298368,-0.544,3.5,9.338,        870298944,0.478,-0.03,0.072
870298368,-0.266,3.38,9.614,        870298944,0.496,0.188,0.114
870298368,-0.194,3.33,9.568,        870298944,0.464,0.38,0.174
870298368,-0.216,3.314,9.486,        870298944,0.452,0.608,0.186
870298432,-0.084,3.284,9.51,        870298944,0.4,0.822,0.192
870298432,-0.166,3.166,9.476,        870298944,0.348,0.96,0.164
870298432,-0.268,3.058,9.492,        870299008,0.372,0.906,0.134
870298432,-0.228,2.934,9.47,        870299008,0.428,0.608,0.092
870298432,-0.17,2.9,9.48,        870299008,0.528,-0.038,0.154
870298432,-0.118,2.924,9.56,        870299008,0.698,-0.462,0.13
870298432,-0.03,2.906,9.496,        870299008,0.568,-0.704,0.138
870298496,0.134,2.846,9.692,        870299008,0.222,-0.692,0.138
870298496,0.154,2.978,9.712,        870275968,0.108,-0.002,-0.12
870298496,-0.028,3.156,9.68,        870275968,0.1,-0.06,-0.128
870298496,-0.032,3.244,9.752,        870275968,0.066,-0.09,-0.11
870298496,-0.002,3.192,9.738,        870275968,-0.024,-0.118,-0.06
870298496,0.1,3.036,9.664,        870276032,-0.08,-0.128,-0.02
870298560,0.326,2.888,9.614,        870276032,-0.082,-0.124,0.014
870298560,0.42,2.916,9.682,        870276032,-0.026,-0.092,0.02
870298560,0.316,3,9.656,        870276032,0.066,-0.014,0.038
870298560,0.374,3.094,9.706,        870276032,0.168,0.02,0.046
870298560,0.536,3.114,9.802,        870276032,0.248,0.04,0
870298560,0.736,3.122,9.784,        870276032,0.306,0.054,-0.042
870298624,0.6,3.116,9.76,        870276096,0.32,0.056,-0.054
870298624,0.36,3.258,9.82,        870276096,0.262,0.052,-0.062
870298624,0.584,2.96,10.05,        870276096,0.148,0.036,-0.066
870298624,0.474,2.912,10.108,        870276096,0.016,0.022,-0.048
870298624,0.054,3.252,9.978,        870276096,-0.104,0.01,-0.016
870298624,0.358,3.226,10.132,        870276096,-0.196,-0.002,-0.01
870298624,0.074,3.19,9.396,        870276160,-0.244,-0.024,-0.048
870298688,0.07,3.206,9.32,        870276160,-0.238,-0.03,-0.058
870298688,0.366,3.254,9.92,        870276160,-0.202,-0.02,-0.032
870298688,0.268,3.53,9.884,        870276160,-0.132,-0.002,-0.018
870298688,0.234,3.698,10.102,        870276160,-0.018,-0.006,-0.024
870298688,-0.076,3.688,9.944,        870276160,0.1,-0.006,-0.012
870298688,-0.284,3.396,9.75,        870276160,0.178,-0.018,0
870298752,-0.172,3.096,9.806,        870276224,0.218,-0.038,-0.004
870298752,0.016,2.676,9.992,        870276224,0.208,-0.054,-0.01
870298752,0.046,2.798,9.9,        870276224,0.154,-0.056,-0.008
870298752,0.42,3.12,9.926,        870276224,0.074,-0.074,-0.024
870298752,0.814,3.178,9.93,        870276224,0.02,-0.078,-0.058
870298752,0.874,2.87,9.562,        870276224,-0.014,-0.072,-0.058
870298752,0.902,2.578,9.27,        870276288,-0.042,-0.074,-0.038
870298816,0.834,2.952,9.398,        870276288,-0.062,-0.076,-0.044
870298816,0.718,2.844,9.58,        870276288,-0.038,-0.074,-0.044
870298816,0.106,2.602,8.992,        870276288,0.006,-0.06,-0.022
