609883,-0.384,6.754,8.342,        609961,0.392,-0.164,-0.196
609893,-0.004,6.718,7.732,        609971,0.398,0.028,-0.23
609902,-0.232,6.49,6.664,        609981,0.418,0.022,-0.222
609912,0.044,6.122,6.616,        609991,0.404,0.076,-0.238
609922,0.68,5.684,7.376,        610000,0.448,0.48,-0.33
609932,0.35,5.388,7.21,        610010,0.49,0.708,-0.482
609942,-0.508,5.298,8.616,        610020,0.452,0.658,-0.616
609951,0.082,5.472,9.386,        610030,0.346,0.486,-0.732
609961,0.304,5.766,9.138,        610040,0.172,0.046,-0.78
609971,0.158,6.118,8.418,        610050,-0.026,-0.336,-0.792
609981,-0.314,6.392,7.564,        610059,0.026,-0.402,-0.774
609991,-0.622,6.408,7.654,        610069,0.166,-0.336,-0.734
610000,-0.284,6.428,7.374,        610079,0.18,-0.14,-0.766
610010,-0.276,6.39,7.086,        610089,0.214,-0.214,-0.75
610020,-0.53,6.246,7.392,        610099,0.246,-0.208,-0.736
610030,-0.536,6.074,7.956,        610108,0.274,-0.218,-0.74
610040,-0.386,5.974,7.96,        610118,0.304,-0.148,-0.716
610050,-0.008,6.242,7.864,        610128,0.126,-0.012,-0.74
610059,-0.548,7.264,7.648,        599212,0.22,-0.07,-0.008
610069,-1.324,6.886,8.144,        599222,0.22,-0.078,0.004
610079,-0.492,6.138,8.29,        599231,0.202,-0.082,0.018
610089,-0.348,6.252,9.328,        599241,0.184,-0.086,0.01
610099,-0.496,6.222,10.066,        599251,0.148,-0.086,0.004
610108,-0.164,6.214,10.518,        599261,0.122,-0.082,0.01
610118,-0.13,6.044,9.708,        599271,0.122,-0.084,0.012
610128,-0.894,6.288,8.456,        599282,0.122,-0.086,0.008
599139,-0.316,5.46,8.006,        599291,0.124,-0.1,0.002
599149,-0.316,5.46,8.006,        599301,0.132,-0.12,0
599212,1.64,-1.484,9.358,        599311,0.156,-0.13,0.012
599222,1.626,-1.316,9.404,        599321,0.194,-0.132,0.026
599231,1.694,-1.286,9.486,        599331,0.21,-0.126,0.02
599241,1.224,-0.814,9.434,        599340,0.194,-0.136,0.018
599251,1.268,-0.86,9.444,        599350,0.18,-0.142,0.026
599261,1.308,-0.86,9.496,        599360,0.204,-0.142,0.034
599271,1.29,-0.872,9.51,        599370,0.23,-0.142,0.04
599282,1.228,-0.946,9.48,        599380,0.222,-0.136,0.052
599291,1.144,-1.066,9.52,        599389,0.214,-0.134,0.068
599301,1.248,-1.072,9.544,        599399,0.184,-0.134,0.064
599311,1.382,-0.932,9.51,        599409,0.12,-0.128,0.046
599321,1.41,-0.834,9.53,        599419,0.086,-0.122,0.046
599331,1.346,-0.906,9.584,        599429,0.106,-0.112,0.068
599340,1.37,-0.974,9.592,        599438,0.136,-0.106,0.088
599350,1.412,-0.99,9.456,        599448,0.126,-0.108,0.098
599360,1.434,-1.066,9.46,        599458,0.084,-0.112,0.082
599370,1.424,-1.116,9.544,        599468,0.072,-0.11,0.052
599380,1.46,-0.972,9.448,        599478,0.13,-0.12,0.036
599389,1.496,-0.78,9.498,        599487,0.238,-0.138,0.06
599399,1.524,-0.854,9.616,        599497,0.3,-0.156,0.078
599409,1.586,-1.132,9.586,        599507,0.264,-0.166,0.066
599419,1.634,-1.262,9.534,        599517,0.192,-0.172,0.062
599429,1.612,-1.144,9.518,        599527,0.132,-0.184,0.064
599438,1.542,-0.86,9.548,        599537,0.084,-0.184,0.046
599448,1.526,-0.766,9.678,        599546,0.064,-0.18,0.054
599458,1.586,-1.006,9.754,        599556,0.108,-0.168,0.066
599468,1.53,-1.362,9.604,        599566,0.148,-0.174,0.04
599478,1.484,-1.418,9.408,        599576,0.142,-0.182,0.056
599487,1.466,-1.096,9.372,        599587,0.142,-0.172,0.038
599497,1.406,-0.784,9.41,        599596,0.214,-0.164,-0.044
599507,1.466,-0.538,9.366,        599606,0.298,-0.19,-0.092
599517,1.54,-0.444,9.288,        599616,0.312,-0.172,0.028
599527,1.618,-0.674,9.318,        599626,0.386,-0.184,-0.024
599537,1.736,-0.998,9.334,        599636,0.302,-0.202,-0.158
599546,1.796,-1.064,9.246,        599645,0.176,-0.198,-0.042
599556,1.588,-1.002,9.202,        599655,0.16,-0.23,-0.01
599566,1.68,-0.972,9.284,        599665,0.156,-0.212,-0.07
599576,1.81,-0.942,9.314,        599675,0.134,-0.194,-0.042
599587,1.75,-1.106,9.226,        599686,0.156,-0.22,-0.002
599596,1.51,-1.428,9.066,        599695,0.226,-0.226,-0.01
599606,1.862,-1.452,9.352,        599705,0.24,-0.25,-0.038
599616,1.688,-0.426,8.906,        599715,0.202,-0.248,-0.048
599626,1.224,-0.114,9.122,        599725,0.222,-0.242,-0.042
599636,1.71,-0.562,9.316,        599735,0.298,-0.264,-0.048
599645,1.836,-0.252,8.996,        599744,0.316,-0.278,-0.072
599655,1.79,-0.172,9.276,        599754,0.316,-0.278,-0.078
599665,2.006,-0.492,9.338,        599764,0.382,-0.28,-0.056
599675,1.876,-0.612,9.236,        599774,0.432,-0.312,-0.054
599686,1.79,-0.414,9.19,        599784,0.386,-0.338,-0.086
599695,1.818,-0.306,9.214,        599793,0.286,-0.352,-0.13
599705,1.94,-0.452,9.4,        599803,0.266,-0.35,-0.14
599715,2.01,-0.4,9.202,        599813,0.322,-0.342,-0.132
599725,1.962,-0.202,8.88,        599823,0.382,-0.342,-0.15
599735,1.934,-0.256,9.056,        599833,0.388,-0.356,-0.19
599744,2.042,-0.572,9.264,        599843,0.4,-0.368,-0.2
599754,2.138,-0.502,9.104,        599852,0.454,-0.374,-0.194
599764,1.97,-0.072,8.874,        599862,0.492,-0.376,-0.214
599774,1.844,0.246,9.05,        599872,0.478,-0.364,-0.252
599784,1.884,0.164,9.328,        599883,0.5,-0.34,-0.268
599793,2.138,-0.062,9.322,        599893,0.6,-0.322,-0.256
599803,2.324,-0.066,9.142,        599902,0.698,-0.312,-0.252
599813,2.286,0.058,9.076,        599912,0.732,-0.306,-0.246
599823,2.072,0.004,9.204,        599922,0.696,-0.312,-0.252
599833,2.132,-0.074,9.234,        599932,0.642,-0.286,-0.262
599843,2.276,0.184,9.076,        599942,0.602,-0.254,-0.254
599852,2.316,0.476,8.984,        599951,0.604,-0.208,-0.234
599862,2.342,0.364,9.116,        599961,0.62,-0.18,-0.208
599872,2.436,0.038,9.152,        599971,0.608,-0.174,-0.196
599883,2.54,-0.092,8.976,        599981,0.568,-0.168,-0.198
599893,2.468,0.044,8.912,        599991,0.552,-0.166,-0.214
599902,2.402,0.406,8.882,        600000,0.564,-0.156,-0.226
